Theta_now,V_trans,Lmot_RPM,Rmot_RPM,Output_lmot,Output_rmot,DN_Lmot,DN_Rmot
-2.43,0.02,0.35,0.25,-48.00,-48.00,6,3
-2.66,0.02,0.36,0.22,-35.00,-35.00,7,3
-2.70,0.02,0.35,0.22,-33.00,-33.00,7,3
-2.60,0.02,0.34,0.23,-40.00,-40.00,7,3
-2.79,0.02,0.38,0.20,0.00,0.00,8,3
-2.73,0.02,0.36,0.18,0.00,0.00,8,3
-2.65,0.02,0.33,0.16,-40.00,-40.00,8,3
-2.64,0.02,0.29,0.17,-37.00,-37.00,8,4
-2.68,0.02,0.31,0.15,-35.00,-35.00,9,4
-2.68,0.01,0.28,0.14,-36.00,-36.00,9,4
-2.74,0.01,0.28,0.13,0.00,0.00,9,4
-2.63,0.01,0.25,0.11,-37.00,-37.00,9,4
-2.70,0.01,0.22,0.00,0.00,0.00,9,4
-2.65,0.01,0.20,0.00,-36.00,-36.00,9,4
-2.66,0.01,0.18,0.00,-36.00,-36.00,9,4
-2.55,0.01,0.16,0.00,-45.00,-45.00,9,4
-2.24,0.00,0.15,0.00,-61.00,-61.00,9,4
-1.89,0.01,0.16,0.00,-78.00,-78.00,9,4
-1.41,0.00,0.14,0.00,-99.00,-99.00,9,4
-0.83,0.01,0.19,0.00,-122.00,-122.00,10,5
-0.54,0.01,0.30,0.13,-128.00,-128.00,11,6
-0.46,0.02,0.46,0.30,-135.00,-135.00,14,8
-0.25,0.04,0.70,0.53,-146.00,-146.00,17,11
-0.23,0.06,1.01,0.86,-150.00,-150.00,21,15
-0.80,0.08,1.39,1.20,-134.00,-134.00,26,20
-1.33,0.11,1.82,1.63,-135.00,-135.00,32,26
-1.68,0.14,2.23,2.06,-138.00,-138.00,39,32
-2.21,0.17,2.74,2.59,-134.00,-134.00,47,40
-2.76,0.20,3.23,3.05,-137.00,-137.00,55,48
-3.37,0.24,3.79,3.58,-140.00,-140.00,64,56
-4.09,0.27,4.31,4.07,-135.00,-135.00,74,66
-5.11,0.31,4.91,4.64,-127.00,-127.00,85,76
-5.69,0.35,5.49,5.18,-138.00,-138.00,96,86
-6.69,0.39,6.10,5.75,-133.00,-133.00,108,98
-7.48,0.42,6.67,6.27,-135.00,-135.00,121,110
-8.21,0.46,7.31,6.84,-111.00,-111.00,134,122
-9.19,0.50,7.93,7.37,-142.00,-142.00,149,135
-10.14,0.53,8.47,7.85,-142.00,-142.00,163,148
-10.61,0.57,9.10,8.37,-156.00,-156.00,179,162
-11.36,0.60,9.64,8.84,-153.00,-153.00,194,176
-12.47,0.64,10.24,9.46,-134.00,-134.00,211,192
-14.49,0.68,10.79,10.01,-61.00,-61.00,227,207
-16.05,0.72,11.42,10.60,66.00,66.00,245,224
-18.48,0.74,11.85,10.99,160.00,160.00,262,239
-19.52,0.76,12.09,11.20,158.00,158.00,276,252
-19.01,0.75,12.00,11.08,82.00,82.00,287,262
-17.52,0.73,11.80,10.81,0.00,0.00,297,271
-16.39,0.71,11.45,10.44,-100.00,-100.00,306,278
-15.42,0.70,11.24,10.18,-126.00,-126.00,316,287
-15.20,0.69,11.11,10.02,-119.00,-119.00,327,296
-16.41,0.69,11.12,9.99,-44.00,-44.00,339,306
-17.58,0.68,11.07,9.94,0.00,0.00,350,317
-19.24,0.68,11.09,9.93,146.00,146.00,362,326
-19.87,0.68,11.03,9.77,151.00,151.00,372,335
-19.23,0.65,10.71,9.38,79.00,79.00,380,341
-18.13,0.62,10.23,8.92,-41.00,-41.00,386,346
-17.12,0.59,9.69,8.41,-74.00,-74.00,391,350
-16.56,0.56,9.29,8.02,-78.00,-78.00,397,354
-16.27,0.54,8.98,7.69,-75.00,-75.00,404,360
-16.55,0.53,8.79,7.50,-47.00,-47.00,411,366
-17.37,0.52,8.56,7.29,0.00,0.00,418,371
-18.88,0.50,8.37,7.14,132.00,132.00,425,377
-20.34,0.49,8.13,6.87,170.00,170.00,431,382
-19.84,0.46,7.79,6.47,100.00,100.00,436,384
-18.69,0.43,7.20,5.92,37.00,37.00,438,385
-17.71,0.39,6.62,5.33,-52.00,-52.00,439,385
-17.08,0.35,6.07,4.82,-54.00,-54.00,440,385
-16.85,0.33,5.64,4.39,-48.00,-48.00,442,386
-17.02,0.30,5.32,4.04,0.00,0.00,445,387
-17.66,0.28,5.00,3.73,83.00,83.00,447,388
-18.28,0.26,4.66,3.46,110.00,110.00,449,389
-18.12,0.24,4.27,3.11,96.00,96.00,449,389
-18.02,0.21,3.84,2.73,93.00,93.00,449,388
-18.12,0.19,3.39,2.34,105.00,105.00,448,387
-18.15,0.16,2.93,1.94,112.00,112.00,447,385
-18.04,0.13,2.45,1.53,117.00,117.00,445,383
-17.83,0.10,1.96,1.14,113.00,113.00,442,380
-17.86,0.07,1.51,0.74,120.00,120.00,439,377
-17.71,0.04,1.02,0.31,120.00,120.00,436,373
-17.38,0.01,0.54,-0.13,117.00,117.00,432,369
-16.84,-0.02,0.00,-0.57,101.00,101.00,427,364
-16.48,-0.05,-0.48,-1.01,99.00,99.00,422,359
-16.04,-0.08,-0.95,-1.46,93.00,93.00,416,353
-15.93,-0.10,-1.38,-1.83,97.00,97.00,410,347
-15.99,-0.13,-1.82,-2.25,105.00,105.00,405,341
-15.84,-0.16,-2.23,-2.62,116.00,116.00,398,335
-15.56,-0.18,-2.65,-2.95,112.00,112.00,392,328
-15.00,-0.21,-3.07,-3.32,97.00,97.00,384,321
-15.06,-0.23,-3.46,-3.63,109.00,109.00,377,315
-14.92,-0.25,-3.87,-3.96,116.00,116.00,369,307
-15.07,-0.28,-4.25,-4.28,124.00,124.00,360,300
-15.18,-0.30,-4.70,-4.61,133.00,133.00,351,292
-15.54,-0.32,-5.06,-4.91,152.00,152.00,342,283
-15.51,-0.35,-5.51,-5.30,149.00,149.00,332,274
-15.00,-0.38,-5.93,-5.70,134.00,134.00,322,264
-13.88,-0.41,-6.43,-6.13,97.00,97.00,310,254
-12.84,-0.43,-6.84,-6.51,71.00,71.00,299,243
-12.49,-0.46,-7.27,-6.91,73.00,73.00,288,232
-12.30,-0.48,-7.61,-7.17,80.00,80.00,276,222
-12.11,-0.50,-7.93,-7.43,76.00,76.00,265,212
-12.61,-0.52,-8.20,-7.69,145.00,145.00,254,202
-12.66,-0.53,-8.41,-7.87,166.00,166.00,243,191
-12.27,-0.55,-8.68,-8.15,167.00,167.00,231,180
-11.90,-0.57,-9.00,-8.41,168.00,168.00,219,169
-11.47,-0.59,-9.41,-8.76,173.00,173.00,205,156
-10.49,-0.61,-9.83,-9.07,154.00,154.00,190,143
-9.15,-0.64,-10.32,-9.49,138.00,138.00,175,129
-7.67,-0.67,-10.74,-9.88,109.00,109.00,159,115
-6.80,-0.70,-11.23,-10.34,118.00,118.00,143,100
-5.58,-0.73,-11.66,-10.69,105.00,105.00,126,85
-4.30,-0.75,-12.11,-11.09,93.00,93.00,109,70
-2.84,-0.78,-12.47,-11.39,44.00,44.00,93,55
-1.35,-0.80,-12.86,-11.72,56.00,56.00,76,40
-0.18,-0.81,-13.07,-11.93,50.00,50.00,60,25
0.96,-0.83,-13.39,-12.21,46.00,46.00,43,10
2.01,-0.84,-13.56,-12.37,42.00,42.00,26,-5
3.21,-0.86,-13.81,-12.59,-56.00,-56.00,11,-19
4.20,-0.87,-13.95,-12.71,-35.00,-35.00,-5,-34
5.14,-0.86,-13.91,-12.63,0.00,0.00,-19,-46
6.00,-0.86,-13.97,-12.58,30.00,30.00,-34,-59
6.15,-0.86,-13.93,-12.49,46.00,46.00,-48,-71
6.68,-0.86,-13.94,-12.47,50.00,50.00,-63,-84
7.32,-0.86,-13.90,-12.42,42.00,42.00,-77,-97
8.14,-0.85,-13.87,-12.44,-59.00,-59.00,-91,-110
9.44,-0.85,-13.72,-12.31,0.00,0.00,-104,-121
9.89,-0.84,-13.61,-12.22,-49.00,-49.00,-118,-133
10.40,-0.83,-13.44,-12.07,-66.00,-66.00,-130,-144
10.71,-0.82,-13.28,-11.88,-34.00,-34.00,-142,-155
10.87,-0.80,-13.02,-11.60,-30.00,-30.00,-153,-165
11.21,-0.79,-12.82,-11.37,37.00,37.00,-165,-174
11.80,-0.77,-12.58,-11.05,-40.00,-40.00,-177,-183
12.48,-0.75,-12.40,-10.82,-64.00,-64.00,-187,-192
12.93,-0.74,-12.20,-10.55,-66.00,-66.00,-198,-200
13.52,-0.72,-11.91,-10.20,-79.00,-79.00,-208,-207
13.39,-0.70,-11.62,-9.83,-65.00,-65.00,-217,-214
13.06,-0.67,-11.20,-9.39,-47.00,-47.00,-225,-220
12.94,-0.64,-10.79,-8.95,-43.00,-43.00,-232,-225
12.71,-0.61,-10.38,-8.51,-33.00,-33.00,-239,-230
12.55,-0.59,-10.01,-8.09,0.00,0.00,-246,-234
12.95,-0.56,-9.62,-7.68,-54.00,-54.00,-252,-238
13.29,-0.54,-9.28,-7.29,-73.00,-73.00,-259,-242
13.27,-0.51,-8.90,-6.92,-63.00,-63.00,-265,-246
13.24,-0.49,-8.51,-6.49,-58.00,-58.00,-270,-249
13.58,-0.46,-8.09,-6.06,-74.00,-74.00,-274,-251
13.61,-0.43,-7.66,-5.62,-68.00,-68.00,-278,-252
13.56,-0.40,-7.20,-5.13,-66.00,-66.00,-281,-253
13.41,-0.37,-6.72,-4.66,-58.00,-58.00,-284,-253
13.51,-0.34,-6.25,-4.17,-75.00,-75.00,-286,-253
13.44,-0.31,-5.78,-3.73,-75.00,-75.00,-287,-253
13.55,-0.28,-5.29,-3.33,-96.00,-96.00,-288,-252
13.59,-0.25,-4.79,-2.93,-105.00,-105.00,-288,-252
13.94,-0.22,-4.29,-2.54,-128.00,-128.00,-288,-251
13.89,-0.19,-3.79,-2.17,-131.00,-131.00,-287,-249
13.71,-0.16,-3.26,-1.76,-125.00,-125.00,-285,-247
13.66,-0.13,-2.70,-1.32,-129.00,-129.00,-283,-244
13.56,-0.10,-2.14,-0.88,-133.00,-133.00,-280,-241
13.46,-0.07,-1.60,-0.44,-132.00,-132.00,-276,-237
12.68,-0.03,-0.99,0.00,-112.00,-112.00,-271,-233
12.41,0.00,-0.44,0.45,-114.00,-114.00,-266,-228
11.80,0.03,0.13,0.91,-112.00,-112.00,-261,-222
11.33,0.07,0.67,1.36,-115.00,-115.00,-255,-217
10.96,0.10,1.19,1.77,-120.00,-120.00,-249,-211
10.37,0.13,1.71,2.16,-116.00,-116.00,-241,-205
9.77,0.16,2.24,2.57,-94.00,-94.00,-235,-198
9.42,0.19,2.75,2.96,-122.00,-122.00,-227,-192
8.51,0.21,3.19,3.30,-112.00,-112.00,-219,-185
7.86,0.24,3.68,3.69,-112.00,-112.00,-210,-177
7.17,0.26,4.12,4.03,-104.00,-104.00,-202,-170
7.36,0.29,4.59,4.41,-134.00,-134.00,-193,-161
6.96,0.32,4.99,4.76,-142.00,-142.00,-184,-153
6.14,0.35,5.44,5.19,-127.00,-127.00,-174,-143
5.36,0.37,5.85,5.57,-117.00,-117.00,-163,-134
4.27,0.40,6.31,6.01,-103.00,-103.00,-152,-123
2.97,0.43,6.72,6.36,-81.00,-81.00,-141,-113
2.26,0.45,7.12,6.77,-60.00,-60.00,-130,-102
1.66,0.47,7.46,7.07,-90.00,-90.00,-119,-92
1.08,0.49,7.76,7.39,-96.00,-96.00,-108,-81
0.22,0.51,8.03,7.62,-90.00,-90.00,-97,-71
-1.02,0.53,8.37,7.93,-65.00,-65.00,-85,-60
-1.93,0.55,8.62,8.16,-61.00,-61.00,-73,-48
-2.82,0.56,8.88,8.39,-30.00,-30.00,-62,-38
-3.50,0.58,9.11,8.60,-52.00,-52.00,-50,-27
-4.05,0.58,9.25,8.69,-61.00,-61.00,-39,-17
-4.70,0.60,9.47,8.85,-60.00,-60.00,-27,-6
-5.39,0.60,9.57,8.91,-55.00,-55.00,-16,3
-5.71,0.61,9.73,9.04,-67.00,-67.00,-4,14
-6.40,0.61,9.80,9.12,-56.00,-56.00,6,24
-7.00,0.62,9.96,9.20,-59.00,-59.00,18,35
-7.96,0.63,10.04,9.26,-38.00,-38.00,29,45
-8.80,0.63,10.15,9.33,48.00,48.00,41,55
-9.40,0.63,10.16,9.30,32.00,32.00,52,65
-10.19,0.63,10.14,9.25,45.00,45.00,62,74
-10.56,0.62,10.01,9.11,-33.00,-33.00,71,82
-10.89,0.62,9.96,9.03,-46.00,-46.00,81,91
-11.16,0.61,9.87,8.92,-49.00,-49.00,91,100
-11.28,0.61,9.86,8.88,-42.00,-42.00,101,108
-12.00,0.61,9.80,8.83,-37.00,-37.00,111,117
-12.84,0.60,9.70,8.73,48.00,48.00,120,125
-13.72,0.59,9.61,8.59,68.00,68.00,129,132
-13.91,0.58,9.48,8.33,55.00,55.00,138,139
-13.66,0.56,9.30,8.07,-45.00,-45.00,146,145
-13.37,0.55,9.08,7.81,-57.00,-57.00,153,150
-13.04,0.54,8.91,7.62,-75.00,-75.00,161,157
-13.30,0.53,8.78,7.45,-62.00,-62.00,169,163
-13.78,0.52,8.73,7.30,-44.00,-44.00,178,169
-15.05,0.51,8.62,7.17,0.00,0.00,186,176
-16.28,0.51,8.57,7.07,106.00,106.00,194,182
-17.31,0.50,8.38,6.91,123.00,123.00,201,188
-16.72,0.48,8.13,6.67,54.00,54.00,207,192
-16.34,0.46,7.75,6.29,39.00,39.00,211,195
-16.00,0.43,7.35,5.90,0.00,0.00,215,197
-15.57,0.41,6.96,5.51,-42.00,-42.00,219,200
-15.56,0.38,6.61,5.19,-35.00,-35.00,222,202
-15.67,0.37,6.33,4.91,0.00,0.00,226,204
-16.06,0.35,6.06,4.65,57.00,57.00,230,207
-16.39,0.33,5.81,4.40,68.00,68.00,234,209
-16.58,0.31,5.51,4.10,71.00,71.00,237,210
-16.46,0.29,5.18,3.77,61.00,61.00,239,211
-16.22,0.27,4.82,3.41,54.00,54.00,240,211
-16.11,0.24,4.44,3.05,60.00,60.00,241,211
-16.15,0.22,4.04,2.72,68.00,68.00,242,211
-16.19,0.20,3.66,2.42,77.00,77.00,242,210
-16.44,0.18,3.27,2.13,97.00,97.00,242,210
-16.36,0.15,2.87,1.85,97.00,97.00,241,209
-16.59,0.13,2.49,1.57,113.00,113.00,240,208
-16.64,0.11,2.07,1.27,120.00,120.00,238,206
-16.45,0.08,1.66,0.94,118.00,118.00,236,204
-16.41,0.06,1.20,0.57,113.00,113.00,233,201
-16.05,0.03,0.72,0.20,119.00,119.00,229,198
-15.19,0.00,0.27,-0.20,99.00,99.00,225,194
-14.53,-0.03,-0.24,-0.58,89.00,89.00,220,189
-13.88,-0.05,-0.69,-0.95,82.00,82.00,214,185
-13.55,-0.08,-1.17,-1.31,91.00,91.00,209,180
-12.82,-0.10,-1.57,-1.61,82.00,82.00,203,176
-12.47,-0.13,-1.99,-1.92,87.00,87.00,197,171
-11.81,-0.15,-2.36,-2.18,76.00,76.00,191,166
-11.26,-0.17,-2.76,-2.46,77.00,77.00,184,161
-11.03,-0.19,-3.06,-2.69,83.00,83.00,178,156
-10.86,-0.21,-3.42,-2.95,93.00,93.00,171,150
-10.70,-0.22,-3.72,-3.15,103.00,103.00,164,145
-10.04,-0.24,-4.06,-3.41,92.00,92.00,157,139
-9.42,-0.26,-4.37,-3.64,81.00,81.00,149,133
-8.94,-0.28,-4.72,-3.92,84.00,84.00,141,126
-8.57,-0.30,-5.02,-4.16,90.00,90.00,132,119
-8.09,-0.32,-5.34,-4.42,67.00,67.00,124,112
-6.89,-0.34,-5.66,-4.69,64.00,64.00,115,105
-6.29,-0.35,-5.88,-4.89,60.00,60.00,107,97
-5.80,-0.37,-6.15,-5.14,62.00,62.00,98,90
-5.27,-0.38,-6.32,-5.31,63.00,63.00,90,83
-4.36,-0.39,-6.52,-5.52,48.00,48.00,81,75
-3.54,-0.40,-6.68,-5.63,32.00,32.00,73,68
-3.14,-0.41,-6.82,-5.78,39.00,39.00,64,60
-2.74,-0.42,-6.92,-5.87,43.00,43.00,56,53
-2.22,-0.42,-7.06,-6.00,41.00,41.00,47,46
-1.66,-0.43,-7.12,-6.04,36.00,36.00,39,39
-1.23,-0.43,-7.19,-6.13,37.00,37.00,31,32
-0.92,-0.44,-7.23,-6.16,39.00,39.00,23,25
-0.56,-0.44,-7.34,-6.21,41.00,41.00,14,18
-0.22,-0.44,-7.36,-6.24,45.00,45.00,6,11
0.23,-0.45,-7.42,-6.29,-32.00,-32.00,-1,4
0.65,-0.45,-7.44,-6.31,33.00,33.00,-9,-2
1.22,-0.44,-7.39,-6.27,-35.00,-35.00,-17,-8
1.61,-0.44,-7.36,-6.24,-39.00,-39.00,-24,-14
1.45,-0.43,-7.27,-6.11,54.00,54.00,-31,-20
1.55,-0.43,-7.21,-6.05,60.00,60.00,-38,-25
1.51,-0.43,-7.18,-5.99,70.00,70.00,-45,-31
2.40,-0.43,-7.12,-6.01,34.00,34.00,-52,-38
3.30,-0.42,-7.05,-5.96,0.00,0.00,-59,-43
4.25,-0.42,-7.01,-5.93,-83.00,-83.00,-66,-49
4.99,-0.41,-6.91,-5.82,-97.00,-97.00,-72,-54
